model_name,core_components,manufacturer_of_record
GlacierRouter Edge / TerraCharge Lite / SparkBook Plus Plus / DriveBook Plus Gen / FlexWatch Air / TopazCharge Plus Pro Max / TealNode Edge Max / VectorDock Edge / PearlSpeaker Lite / PhotonPhone Mini SE Air and HarborPad Mini Max Ultra / MiraBuds Ultra / PhotonPhone Mini SE Air and SonicPad Mini Lite Mini / TopazSpeaker Air and PhotonBook Mini Air / WaveStand Edge / CrimsonCase Plus / CobaltWatch Air SE / NebulaLink Mini Gen / OrionPhone SE Mini / CrownStand Edge Mini 1TB Refurbished and BeamBook Plus Max / AstraBuds Plus SE,Terra Grid and Saffron Dock,Atlas Electronics Inc.
GlacierRouter Edge / TerraCharge Lite / SparkBook Plus Plus / DriveBook Plus Gen / FlexWatch Air / TopazCharge Plus Pro Max / TealNode Edge Max / VectorDock Edge / PearlSpeaker Lite / PhotonPhone Mini SE Air and HarborPad Mini Max Ultra / MiraBuds Ultra / FlexBook Plus Air / PhotonPhone Mini SE Air and SonicPad Mini Lite Mini / TopazSpeaker Air and PhotonBook Mini Air / WaveStand Edge / CrimsonCase Plus / CobaltWatch Air SE / NebulaLink Mini Gen / OrionPhone SE Mini / CrownStand Edge Mini 1TB Refurbished and BeamBook Plus Max / AstraBuds Plus SE,Terra Grid & Saffron Dock,Atlas Electronics Inc.
GlacierRouter Edge / TerraCharge Lite / DriveBook Plus Gen / FlexWatch Air / TopazCharge Plus Pro Max / TealNode Edge Max / SparkBook Plus Plus / VectorDock Edge / PearlSpeaker Lite / PhotonPhone Mini SE Air and HarborPad Mini Max Ultra / MiraBuds Ultra / FlexBook Plus Air / PhotonPhone Mini SE Air and SonicPad Mini Lite Mini / TopazSpeaker Air and PhotonBook Mini Air / WaveStand Edge / CrimsonCase Plus / CobaltWatch Air SE / NebulaLink Mini Gen / OrionPhone SE Mini / CrownStand Edge Mini 1TB Refurbished and BeamBook Plus Max / AstraBuds Plus SE,Terra Grid and Saffron Dock,Atlas Electronics Inc.
GlacierRouter Edge / TerraCharge Lite / DriveBook Plus Gen / FlexWatch Air / TopazCharge Plus Pro Max / TealNode Edge Max / SparkBook Plus Plus / VectorDock Edge / PearlSpeaker Lite / PhotonPhone Mini SE Air and HarborPad Mini Max Ultra / MiraBuds Ultra / FlexBook Plus Air / PhotonPhone Mini SE Air and SonicPad Mini Lite Mini / EchoPhone SE Gen / TopazSpeaker Air and PhotonBook Mini Air / WaveStand Edge / CrimsonCase Plus / CobaltWatch Air SE / NebulaLink Mini Gen / OrionPhone SE Mini / CrownStand Edge Mini 1TB Refurbished and BeamBook Plus Max / AstraBuds Plus SE,Terra Grid & Saffron Dock,Atlas Electronics Inc.
OnyxRouter Edge / CoreKey Plus Edge / CodaCharge Lite / OpalSpeaker Lite / DriveWatch Air / PhotonPhone Mini SE Air and CobaltPad Mini Lite Mini / SparkKey Plus Plus,Lime Frame,Highland Holdings Inc.
OnyxRouter Edge / TopazKey Gen and TealWatch Lite Mini SE Air / SparkKey Plus Plus / OpalSpeaker Lite / DriveWatch Air / LyraPad Edge Mini / CodaCharge Lite / CitrineCharge Ultra Edge Gen / PhotonPhone Mini SE Air and CobaltPad Mini Lite Mini / JadeCharge Lite Max / PhotonPhone Mini SE Air and AstraPad Mini Ultra Edge,Lime Frame,Highland Holdings Inc.
OnyxRouter Edge / TopazKey Gen and TealWatch Lite Mini SE Air / SparkKey Plus Plus / OpalSpeaker Lite / DriveWatch Air / LyraPad Edge Mini / CodaCharge Lite / CitrineCharge Ultra Edge Gen / PhotonPhone Mini SE Air and CobaltPad Mini Lite Mini / PhotonPhone Mini SE Air and AstraPad Mini Ultra Edge,Lime Frame,Highland Holdings Inc.
OnyxRouter Edge / PhotonPhone Mini SE Air and CobaltPad Mini Lite Mini,Lime Frame,Highland Holdings Inc.
OnyxRouter Edge / PhotonPhone Mini SE Air and CobaltPad Mini Lite Mini / PearlWatch Air Plus,Lime Frame,Highland Holdings Inc.
OrionCam Pro,Topaz Sense,BlueRiver Manufacturing Inc.
OrionCam Pro,Topaz Sense,BlueRiver Manufacturing Inc.
SolRouter Edge / GlacierCharge Gen Lite Mini / AstraCharge Lite / CatalystWatch Air / CrownBeam Mini Gen,Umber Flex,Windmill Technologies Inc.
UmberWatch Max / CopperHub Air Plus 512GB Starter Kit / NovaKey SE Air,Vega Beam,Nebula Components Inc.
"SignalStand Mini/SparkStand Mini / SignalStand Mini/SyncStand Mini / EchoRouter Edge / NovaCharge SE SE, ZenithKey Gen Mini",Sol Flow,Astra Networks Inc.
SummitLink Edge RevA,Auric Drive,Pinecone Devices Inc.
SummitLink Edge RevB,"Auric Drive, Pearl Drive",Pinecone Devices Inc.
TerraSpeaker / VectorSpeaker Mini,Maple Drive,Crown Devices Inc.
CoreBook Plus Edge,"Saffron Dock, Ruby Fabric Link",Crown Industries Inc.
SolPhone Mini Ultra Edge / ZenithStand Gen Mini / SolBuds Ultra / TopazSpeaker Air and SyncBook Mini Edge / RubySpeaker Lite / OrionStand Gen Mini / SonicCharge Lite / AtlasCharge Lite / CopperPhone Mini Gen Lite / SaffronCase Plus Plus / NovaCam Air / PhotonPhone Mini SE Air and SlatePad Mini SE Air / MintPhone Lite Mini / AzureCharge Mini SE Air / NebulaCase Plus,Kairo Signal,Saffron Industries Inc.
SolPhone Mini Ultra Edge / ZenithStand Gen Mini / SolBuds Ultra / TopazSpeaker Air and SyncBook Mini Edge / RubySpeaker Lite / OrionStand Gen Mini / SonicCharge Lite / AtlasCharge Lite / CopperPhone Mini Gen Lite / JadeLink Mini Edge Gen / SaffronCase Plus Plus / NovaCam Air / PhotonPhone Mini SE Air and SlatePad Mini SE Air / MintPhone Lite Mini / AzureCharge Mini SE Air / NebulaCase Plus,Kairo Signal,Saffron Industries Inc.
SolPhone Mini Ultra Edge / ZenithStand Gen Mini / SolBuds Ultra / TopazSpeaker Air and SyncBook Mini Edge / RubySpeaker Lite / OrionStand Gen Mini / SonicCharge Lite / AtlasCharge Lite / CopperPhone Mini Gen Lite / JadeLink Mini Edge Gen / SaffronCase Plus Plus / NovaCam Air / PhotonPhone Mini SE Air and SlatePad Mini SE Air / MintPhone Lite Mini / GraphiteBeam Mini Gen Lite / AzureCharge Mini SE Air / NebulaCase Plus,Kairo Signal,Saffron Industries Inc.
SolPhone Mini Ultra Edge / ZenithStand Gen Mini / SolBuds Ultra / TopazSpeaker Air and SyncBook Mini Edge / RubySpeaker Lite / OrionStand Gen Mini / SonicCharge Lite / AtlasCharge Lite / CopperPhone Mini Gen Lite / JadeLink Mini Edge Gen / SaffronCase Plus Plus / PhotonPhone Mini SE Air and SlatePad Mini SE Air / MintPhone Lite Mini / AzureCharge Mini SE Air / NebulaCase Plus,Kairo Signal,Saffron Industries Inc.
NovaKey SE Air,Vega Beam,GoldenGate Electronics Inc.
Luna Vector GoldenGate,Luna Vector,GoldenGate Electronics Inc.
Lyra Frame GoldenGate,Lyra Frame,GoldenGate Electronics Inc.
CitrineCam Mini / DriveCam Plus Pro / SignalCam Plus Edge and IndigoHub Ultra,Golden Grid; Lyra Frame,BlueRiver Labs Inc.
"JadeCam Mini / OnyxCam Mini / LumenBuds Pro / LumenBuds Pro 128GB Bundle, EchoPhone 1TB Starter Kit / LumenBuds Pro 128GB Bundle, EchoPhone 1TB Refurbished / LumenBuds Pro 128GB Bundle, EchoPhone 256GB Starter Kit / LumenBuds Pro 128GB Bundle,EchoPhone 256GB Starter Kit",Aero Link,Meadow Manufacturing Inc.
"JadeCam Mini / OnyxCam Mini / LumenBuds Pro / LumenBuds Pro 128GB Bundle, EchoPhone 1TB Starter Kit / LumenBuds Pro 128GB Bundle, EchoPhone 1TB Refurbished / LumenBuds Pro 128GB Bundle, EchoPhone 256GB Starter Kit / UmberCam Mini / LumenBuds Pro 128GB Bundle,EchoPhone 256GB Starter Kit",Aero Link,Meadow Manufacturing Inc.
"JadeCam Mini / OnyxCam Mini / LumenBuds Pro / LumenBuds Pro 128GB Bundle, EchoPhone 1TB Refurbished / LumenBuds Pro 128GB Bundle, EchoPhone 256GB Starter Kit / UmberCam Mini / LumenBuds Pro 128GB Bundle,EchoPhone 256GB Starter Kit",Aero Link,Meadow Manufacturing Inc.
PhotonWatch Pro / WaveWatch Pro / GoldenCam Mini / ZenithBeam Ultra,Topaz Sense,Aurora Industries Inc.
PhotonWatch Pro / WaveWatch Pro / GoldenCam Mini / ZenithBeam Ultra,Topaz Sense,Aurora Industries Inc.
"EchoCharge SE / NovaCharge SE / GoldenWatch / PhotonWatch / DriveSpeaker SE / SparkDock / CatalystBuds Plus Plus and QuantaCam Max Lite / QuartzWatch 64GB Refurbished / PearlWatch 128GB Refurbished / SenseSpeaker SE / TopazWatch 256GB Dual‑SIM / SenseDock 512GB Dual‑SIM, EchoPhone 64GB Refurbished / OpalWatch 1TB Bundle and ZenithCam Max SE / GraphiteWatch and NimbusCam Max Air",Sonic Grid,BrightWave Networks Inc.
"EchoCharge SE / NovaCharge SE / GoldenWatch / PhotonWatch / DriveSpeaker SE / SparkDock / CatalystBuds Plus Plus and QuantaCam Max Lite / QuartzWatch 64GB Refurbished / PearlWatch 128GB Refurbished / SenseSpeaker SE / TopazWatch 256GB Dual‑SIM / SenseDock 512GB Dual‑SIM, EchoPhone 64GB Refurbished / GraphiteWatch and NimbusCam Max Air",Sonic Grid,BrightWave Networks Inc.
"EchoCharge SE / NovaCharge SE / GoldenWatch / PhotonWatch / DriveSpeaker SE / SparkDock / CatalystBuds Plus Plus and QuantaCam Max Lite / QuartzWatch 64GB Refurbished / PearlWatch 128GB Refurbished / SenseSpeaker SE / TopazWatch 256GB Dual‑SIM / SenseDock 512GB Dual‑SIM, EchoPhone 64GB Refurbished",Sonic Grid,BrightWave Networks Inc.
"EchoCharge SE / NovaCharge SE / DriveSpeaker SE / GoldenWatch / PhotonWatch / SparkDock / CatalystBuds Plus Plus and QuantaCam Max Lite / QuartzWatch 64GB Refurbished / PearlWatch 128GB Refurbished / SenseSpeaker SE / TopazWatch 256GB Dual‑SIM / SenseDock 512GB Dual‑SIM, EchoPhone 64GB Refurbished / OpalWatch 1TB Bundle and ZenithCam Max SE / GraphiteWatch and NimbusCam Max Air",Sonic Grid,BrightWave Networks Inc.
CitrineCam Mini / DriveCam Plus Pro / SignalCam Plus Edge and IndigoHub Ultra,"Golden Grid, Lyra Frame",BlueRiver Labs Inc.
BridgeHub Lite Mini,Golden Grid & Vega Beam,Cinder Networks Inc.
CoreBook Plus Edge,Saffron Dock and Ruby Fabric Link,Crown Industries Inc.
Topaz Sense and Ruby Fabric Link,Topaz Sense + Ruby Fabric Link,Clearwater Technologies Inc.
Cobalt Sense Nebula,Cobalt Sense,Nebula Devices Inc.
JadeCam Mini / OpalCam Gen / SignalCam Mini / ArgoCam Mini Mini SE 512GB Dual‑SIM / VectorRouter Max / QuartzCam Gen / JadeBuds Plus / MiraPad,Aero Link,Meadow Manufacturing Inc.
JadeCam Mini / OpalCam Gen / SignalCam Mini / ArgoCam Mini Mini SE 512GB Dual‑SIM / VectorRouter Max / QuartzCam Gen / JadeBuds Plus / MiraPad,Aero Link,Meadow Manufacturing Inc.
JadeCam Mini / OpalCam Gen / SignalCam Mini / ArgoCam Mini Mini SE 512GB Dual‑SIM / VectorRouter Max / QuartzCam Gen / JadeBuds Plus / MiraPad,Aero Link,Meadow Manufacturing Inc.
JadeCam Mini / OpalCam Gen / SignalCam Mini / ArgoCam Mini Mini SE 512GB Dual‑SIM / VectorRouter Max / QuartzCam Gen / JadeBuds Plus / MiraPad,Aero Link,Meadow Manufacturing Inc.
JadeCam Mini / SaffronCam Mini,Aero Link,Meadow Manufacturing Inc.
SaffronCam Mini / JadeCam Mini / EdgeSpeaker SE Air Plus / PhotonBook Ultra / OnyxWatch Air / EchoCharge SE Air Plus / OnyxCam Mini / AzureSpeaker Lite / MiraBook 128GB Dual‑SIM / LumenCase Plus,Aero Link,BrightWave Manufacturing Inc.
SaffronCam Mini / JadeCam Mini / EdgeSpeaker SE Air Plus / PhotonBook Ultra / OnyxWatch Air / EchoCharge SE Air Plus / OnyxCam Mini / AzureSpeaker Lite / MiraBook 128GB Dual‑SIM / LumenCase Plus,Aero Link,BrightWave Manufacturing Inc.
SaffronCam Mini / JadeCam Mini / EdgeSpeaker SE Air Plus / PhotonBook Ultra / OnyxWatch Air / OnyxCam Mini / AzureSpeaker Lite / MiraBook 128GB Dual‑SIM / LumenCase Plus,Aero Link,BrightWave Manufacturing Inc.
SaffronCam Mini / JadeCam Mini / EdgeSpeaker SE Air Plus / PhotonBook Ultra / OnyxWatch Air / EchoCharge SE Air Plus / OnyxCam Mini / AzureSpeaker Lite / MiraBook 128GB Dual‑SIM / LumenCase Plus,Aero Link,BrightWave Manufacturing Inc.
NovaCharge SE SE and ZenithKey Gen Mini,Cedar Grid; Sol Flow,Nightfall Technologies Inc.
MiraDrive Mini 64GB Starter Kit,Orion Module,BrightWave Labs Inc.
JadeLink Max Gen,Helio Module Vector,BrightWave Electronics Inc.
EchoBook Mini Mini,"Maple Signal, Atlas Wave Dock",DeepField Group Inc.
GlacierWatch Plus Gen,Orion Kernel,Seabird Works Inc.
EchoDock Max,Orion Bridge,Seabird Works Inc.
AstraDock Max,Lyra Bridge,Seabird Works Inc.
SyncBook SE Max,Quanta Link,Photon Electronics Inc.
DriveNode SE,Maple Signal,Seabird Works Inc.
SyncDrive SE Mini,Topaz Drive,Arbor Industries Inc.
CatalystKey Edge,Silver Mesh,Seabird Works Inc.
CrimsonBook Max Ultra,Auric Engine Core,Quantum Labs Inc.
AtlasDrive,Pulse Matrix Flow,Seabird Works Inc.
CrimsonKey Lite Edge,Copper Node Pulse,Seabird Works Inc.
TerraDrive SE Lite / VectorDock Pro Pro 64GB Refurbished,Coda Core Sense,Saffron Holdings Inc.
CatalystDrive Ultra / IndigoBuds Mini SE,Terra Beam,Meadow Labs Inc.
SyncDrive SE Mini,Topaz Drive,Arbor Industries Inc.
BridgeNode Lite Mini SE Air / SolBeam Gen / VectorNode Gen Lite Mini,Sol Edge,Mosaic Systems Inc.
Sable Link GoldenGate,Sable Link,GoldenGate Technologies Inc.
Vega Edge GoldenGate,Vega Edge,GoldenGate Technologies Inc.
SenseSpeaker Pro Max Ultra,Frost Core Sync,Catalyst Industries Inc.
Lime Core Flex GoldenGate,Lime Core Flex,GoldenGate Technologies Inc.
Nimbus Engine Matrix GoldenGate,Nimbus Engine Matrix,GoldenGate Technologies Inc.
Maple Engine Frame GoldenGate,Maple Engine Frame,GoldenGate Technologies Inc.
SummitStand Edge Gen,Argo Dock,Cinder Electronics Inc.
SummitStand Edge Gen / IndigoRouter Lite,Argo Dock,Cinder Electronics Inc.
Crimson Core Catalyst,Crimson Core,Catalyst Components Inc.
Nimbus Module Catalyst,Nimbus Module,Catalyst Components Inc.
Citrine Link Catalyst,Citrine Link,Catalyst Components Inc.
Sable Shield Catalyst,Sable Shield,Catalyst Components Inc.
Frost Edge Catalyst,Frost Edge,Catalyst Components Inc.
Jade Flex Catalyst,Jade Flex,Catalyst Components Inc.
Saffron Vault Catalyst,Saffron Vault,Catalyst Components Inc.
Teal Vault Catalyst,Teal Vault,Catalyst Components Inc.
Pearl Vector Catalyst,Pearl Vector,Catalyst Components Inc.
HelioCharge Max SE,Saffron Engine Stack,Aurora Components Inc.
Beryl Stack Kernel Catalyst,Beryl Stack Kernel,Catalyst Components Inc.
Kairo Matrix Fabric Catalyst,Kairo Matrix Fabric,Catalyst Components Inc.
Pearl Kernel Drive Catalyst,Pearl Kernel Drive,Catalyst Components Inc.
Mint Kernel Kernel Catalyst,Mint Kernel Kernel,Catalyst Components Inc.
Coda Link Flex Catalyst,Coda Link Flex,Catalyst Components Inc.
Cedar Sense Lumen,Cedar Sense,Lumen Networks Inc.
Helio Link Wave SilverLine,Helio Link Wave,SilverLine Group Inc.
GoldenBuds Mini Ultra Edge,Beryl Signal Bridge,BrightWave Manufacturing Inc.
Frost Sense Aurora,Frost Sense,Aurora Holdings Inc.
Frost Edge Harbor,Frost Edge,Harbor Industries Inc.
Quartz Bridge Atlas,Quartz Bridge,Atlas Manufacturing Inc.
Crimson Kernel Zenith,Crimson Kernel,Zenith Systems Inc.
Astra Vault Zenith,Astra Vault,Zenith Systems Inc.
Astra Vault RedStone,Astra Vault,RedStone Technologies Inc.
Astra Vault Evergreen,Astra Vault,Evergreen Devices Inc.
Astra Vault Clearwater,Astra Vault,Clearwater Electronics Inc.
Astra Vault Summit,Astra Vault,Summit Networks Inc.
Mira Vault NovaWorks,Mira Vault,NovaWorks Group Inc.
Helio Link Wave BlueRiver,Helio Link Wave,BlueRiver Works Inc.
Indigo Core SpringboarRN,Indigo Core,Springboard Industries Inc.
NimbusKey Mini,Coral Module,Meadow Technologies Inc.
NimbusKey Mini and OrionDock Lite Pro,Coral Module,Meadow Technologies Inc.
BeamDock Plus,Silver Kernel,Springboard Industries Inc.
CatalystNode Plus,Coral Bridge,Aurora Group Inc.
CopperPhone Pro,Beryl Bridge,Glacier Works Inc.
ArgoLink Pro Max and QuantaRouter Pro,"Golden Link, Saffron Beam",Astra Technologies Inc.
Sable Link SpringboarRN,Sable Link,Springboard Industries Inc.
HelioBook Ultra / QuantaBook Ultra,Ruby Node,Copperline Components Inc.
Jade Grid SpringboarRN,Jade Grid,Springboard Industries Inc.
Onyx Drive SpringboarRN,Onyx Drive,Springboard Industries Inc.
SparkNode SE Lite,Echo Arc,Lumen Works Inc.
WaveNode SE Mini,Echo Arc,Aurora Holdings Inc.
Violet Arc SpringboarRN,Violet Arc,Springboard Industries Inc.
Umbral Frame SpringboarRN,Umbral Frame,Springboard Industries Inc.
Cedar Layer SpringboarRN,Cedar Layer,Springboard Industries Inc.
Quanta Module Matrix SpringboarRN,Quanta Module Matrix,Springboard Industries Inc.
SolPhone Pro,Crimson Bridge,Astra Technologies Inc.
CopperPhone Pro,Beryl Bridge,Glacier Works Inc.
Sierra Spark Nebula,Sierra Spark,Nebula Systems Inc.
SolPhone Pro,Crimson Bridge,Astra Technologies Inc.
Opal Vault Pinecone,Opal Vault,Pinecone Devices Inc.
Frost Module Mountain,Frost Module,Mountain Components Inc.
Argo Node Dock Mountain,Argo Node Dock,Mountain Components Inc.
Zen Bridge Crown,Zen Bridge,Crown Group Inc.
Pearl Module Vault Crown,Pearl Module Vault,Crown Group Inc.
Frost Shield Node Crown,Frost Shield Node,Crown Group Inc.
CobaltNode Mini Ultra Edge / WaveHub Ultra / SyncBeam Mini Plus Pro / TopazDrive Mini Air,Saffron Stack Vector,Nightfall Manufacturing Inc.
TerraSpeaker,Maple Drive,Crown Devices Inc.
UmberHub Ultra and AtlasCase SE,Silver Stack + Graphite Grid,Catalyst Industries Inc.
Lyra Link and Nova Pulse,Lyra Link & Nova Pulse,Catalyst Industries Inc.
Violet Node Saffron,Violet Node,Saffron Group Inc.
Indigo Vector Saffron,Indigo Vector,Saffron Group Inc.
Silver Core Link Meadow,Silver Core Link,Meadow Works Inc.
Luna Link Node Orion,Luna Link Node,Orion Labs Inc.
VectorDock Edge Lite / UmberBuds Mini Mini / NebulaPad Plus Gen / ArgoCam SE Gen,Umber Spark,GoldenGate Manufacturing Inc.
Indigo Core Copperline,Indigo Core,Copperline Systems Inc.
Cerulean Spark Copperline,Cerulean Spark,Copperline Systems Inc.
Umbral Frame Copperline,Umbral Frame,Copperline Systems Inc.
PulseCase Pro Lite,Umber Core Bridge,Copperline Systems Inc.
QuantaPad Ultra Max and SenseBeam Lite Pro,"Astra Stack Frame, Cedar Wave Engine",Astra Electronics Inc.
Ruby Pulse Spark Copperline,Ruby Pulse Spark,Copperline Systems Inc.
Pulse Kernel Catalyst,Pulse Kernel,Catalyst Devices Inc.
QuantaDrive Ultra Max and CobaltBook Ultra,Terra Grid & Umber Fabric Arc,EchoLabs Systems Inc.
Umber Fabric Arc Skyforge,Umber Fabric Arc,Skyforge Networks Inc.
Nova Bridge Aurora,Nova Bridge,Aurora Group Inc.
HarborNode Ultra / SummitNode Ultra,Orion Frame,Riverstone Works Inc.
VectorStand Gen Mini and IndigoStand Gen Lite,Maple Link Link & Quartz Link Flow,Catalyst Holdings Inc.
Topaz Vector Atlas,Topaz Vector,Atlas Labs Inc.
QuartzCharge Ultra Air,Silver Node,Clearwater Technologies Inc.
SolSpeaker Ultra Pro,"Beryl Drive, Quartz Pulse",Clearwater Technologies Inc.
AuroraSpeaker Ultra Max,Beryl Drive & Quartz Pulse,Clearwater Technologies Inc.
OnyxSpeaker Ultra Air / CobaltSpeaker Ultra SE,Beryl Drive + Quartz Pulse + Pearl Arc,Clearwater Technologies Inc.
IndigoKey Pro Max Ultra Edge,Magenta Drive,Clearwater Technologies Inc.
SaffronWatch Plus Lite,Umbral Edge,Glacier Manufacturing Inc.
AzureSpeaker Air,Lyra Sync,Glacier Manufacturing Inc.
LumenKey Ultra SE,Delta Engine Spark,Clearwater Technologies Inc.
OrionKey Ultra Air,Delta Engine Spark,Clearwater Technologies Inc.
OnyxNode Lite Mini SE Air,Sable Node Dock,Glacier Manufacturing Inc.
ZenithSpeaker SE Mini SE / OrionSpeaker SE Mini SE,"Astra Stack Frame, Cedar Wave Engine",Highland Devices Inc.
QuartzBuds Edge Air / SolCase Gen Gen,Argo Link Vector,Glacier Manufacturing Inc.
LumenKey Ultra,Argo Fabric and Beryl Drive and Quartz Pulse,NovaWorks Components Inc.
AtlasPad SE Gen Lite,Frost Arc,BlueRiver Networks Inc.
PhotonWatch Edge,Umber Shield,Windmill Works Inc.
Graphite Core SpringboarGE,Graphite Core,Springboard Holdings Inc.
NimbusKey Mini,Coral Module,Meadow Technologies Inc.
NimbusKey Mini and OrionDock Lite Pro,Coral Module,Meadow Technologies Inc.
Jade Bridge SpringboarGE,Jade Bridge,Springboard Holdings Inc.
CopperPhone Pro,Beryl Bridge,Glacier Works Inc.
ZenithBuds Max,Umber Pulse,Mountain Components Inc.
Ruby Wave SpringboarGE,Ruby Wave,Springboard Holdings Inc.
Astra Stack Frame and Cedar Wave Engine,Astra Stack Frame and Cedar Wave Engine,Springboard Holdings Inc.
Magenta Signal Hub SpringboarGE,Magenta Signal Hub,Springboard Holdings Inc.
Ruby Shield Pulse SpringboarGE,Ruby Shield Pulse,Springboard Holdings Inc.
LyraLink Air Plus,Slate Vault,Copperline Industries Inc.
Violet Arc Nebula,Violet Arc,Nebula Industries Inc.
Graphite Core Astra,Graphite Core,Astra Manufacturing Inc.
OrionBook Plus / ZenithBook Plus,Helio Kernel,Pinecone Systems Inc.
OrionBook Plus / HelioBook Plus / ZenithBook Plus,Helio Kernel,Pinecone Systems Inc.
CrimsonCharge Mini Edge,Lyra Grid,Harbor Systems Inc.
SummitDrive Lite 128GB Starter Kit / SummitDrive Lite 1TB Dual‑SIM / CrownDrive Lite 512GB Starter Kit / HarborDrive Lite / HarborDrive Lite 256GB Dual‑SIM,Vega Dock,Glacier Electronics Inc.
SaffronCam Edge Edge,Maple Spark,Mountain Devices Inc.
SummitDrive Lite 128GB Starter Kit / SummitDrive Lite 1TB Dual‑SIM / CrownDrive Lite 512GB Starter Kit / HarborDrive Lite / HarborDrive Lite 256GB Dual‑SIM / GlacierDrive Lite,Vega Dock,Glacier Electronics Inc.
LyraRouter,Saffron Core,Harbor Devices Inc.
HarborBeam Max,Sol Engine,Crown Components Inc.
Cinder Module Crown,Cinder Module,Crown Components Inc.
HelioStand Pro,Atlas Pulse,Copperline Systems Inc.
Sol Wave Crown,Sol Wave,Crown Components Inc.
Umber Wave Crown,Umber Wave,Crown Components Inc.
Copper Signal Crown,Copper Signal,Crown Components Inc.
Topaz Mesh Crown,Topaz Mesh,Crown Components Inc.
Orion Beam Crown,Orion Beam,Crown Components Inc.
SolDock SE Air,Quartz Spark,Crown Components Inc.
Umbral Spark Crown,Umbral Spark,Crown Components Inc.
Auric Frame Crown,Auric Frame,Crown Components Inc.
